"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","review_profilename","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid","id"
392,"Weyerbacher Brewing Co.",1262181108,4.5,3.5,4,"BuckeyeNation","American IPA",4,4,"Harvest Ale",6.2,44888,181
343,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",1293989439,3.5,4,4,"akorsak","English Strong Ale",4,3.5,"Jasper Murdock's Private Stock '09",7.2,64976,182
103,"Middle Ages Brewing Co., Ltd.",1185196200,3.5,3,3.5,"BuckeyeNation","Witbier",3,3.5,"Swallow Wit",4.8,18687,183
140,"Sierra Nevada Brewing Co.",1305347527,3.5,3,4.5,"ChainGangGuy","Dubbel",4.5,3.5,"Ovila Abbey Dubbel",7.5,67106,184
306,"Coors Brewing Company",1205099151,3,2.5,3,"ChainGangGuy","American Adjunct Lager",3,3,"Keystone Ice",5.9,2947,185
590,"New Glarus Brewing Company",1103054920,4,4,3.5,"BuckeyeNation","English Brown Ale",3.5,4,"Fat Squirrel Ale",5.8,9900,186
395,"Bluegrass Brewing Co. - East St. Matthew's",1171731668,4,4.5,4,"BuckeyeNation","Belgian Dark Ale",4,4.5,"Hell For Certain",6.6,3365,187
11207,"Maui Brewing Co. (Brewpub)",1289808871,2.5,3,3,"womencantsail","American Barleywine",3,2.5,"Lucifer's Angel",9.8,63550,188
35,"Boston Beer Company (Samuel Adams)",1261725221,4.5,3.5,4,"womencantsail","American Porter",4,3.5,"Samuel Adams Holiday Porter",5.8,20564,189
20417,"White Birch Brewing",1279642664,4,4,4,"womencantsail","American Wild Ale",4.5,4.5,"White Birch Barrel Aged Indomitus American Wild Ale",8.8,59463,190
207,"Brasserie de Rochefort",1153699325,4,4.5,4,"akorsak","Belgian Strong Dark Ale",4,4,"Trappistes Rochefort 6",7.5,3842,191
7730,"Nøgne Ø - Det Kompromissløse Bryggeri A/S",1272098302,3.5,4,4.5,"womencantsail","Russian Imperial Stout",4,4,"Imperial Stout",9,28248,192
743,"Lancaster Brewing Company",1147648966,3.5,3.5,4,"akorsak","American Pale Ale (APA)",3.5,3.5,"Amish Four Grain Pale Ale",5.6,7427,193
11599,"Green Man Brewery",1190689939,3.5,3.5,4,"ChainGangGuy","English India Pale Ale (IPA)",4,3,"Green Man India Pale Ale",6,25100,194
10097,"Harpoon Brewery",1223478550,3.5,3.5,4,"BuckeyeNation","American Barleywine",4,3.5,"Harpoon Barleywine (100 Barrel Series #04)",10.3,15059,195
143,"Spoetzl Brewery",1137163738,3.5,3,3.5,"BuckeyeNation","Märzen / Oktoberfest",3.5,3.5,"Shiner Oktoberfest",5.8,60642,196
147,"Stone Brewing Co.",1079387471,4.5,5,5,"BuckeyeNation","American Double / Imperial IPA",5,4.5,"Stone Ruination IPA",7.7,4083,197
132,"Rogue Ales",1250380635,3.5,3.5,3,"ChainGangGuy","American Amber / Red Ale",4,3.5,"Sesquicentennial Ale",6.3,47730,198
811,"Highland Brewing",1143904329,4.5,3.5,4.5,"BuckeyeNation","American Amber / Red Ale",4,4,"Highland Gaelic Ale",5.8,2526,199
73,"Great Lakes Brewing Company",1157815190,4.5,4.5,4.5,"BuckeyeNation","English India Pale Ale (IPA)",4.5,4.5,"Great Lakes Commodore Perry IPA",7.5,1575,200
14064,"Kern River Brewing Company",1266871669,4,4,4.5,"womencantsail","American Double / Imperial Stout",3.5,4,"Bourbon Barrel Aged Stout",10,47769,201
192,"New Belgium Brewing",1312957847,3.5,3.5,4,"womencantsail","American Pale Ale (APA)",4,3.5,"Mighty Arrow Pale Ale",6,40418,202
811,"Highland Brewing",1240277616,4.5,4.5,4,"ChainGangGuy","American Double / Imperial Stout",4.5,4.5,"Highland Imperial Black Mocha Stout",9.5,44929,203
1628,"Southampton Publick House",1315768662,3.5,4,3.5,"ChainGangGuy","Saison / Farmhouse Ale",3,4,"Southampton Cuvee Des Fleurs",8.2,18630,204
266,"Mad River Brewing Company",1314886628,4,4,4,"womencantsail","American Brown Ale",4,4,"Barrel Aged 21st Anniversary Rorschach Two",8.5,72700,205
423,"Boulevard Brewing Co.",1248192320,4,4,4,"ChainGangGuy","Saison / Farmhouse Ale",4,4.5,"Saison - Brett",8.5,36333,206
262,"Shmaltz Brewing Company",1230772801,4,4,3.5,"ChainGangGuy","American Brown Ale",3.5,4,"He'Brew Messiah Bold",5.6,12694,207
710,"Jacob Leinenkugel Brewing Company",1305336980,3.5,3.5,4,"akorsak","Bock",3.5,3.5,"1888 Bock",5.1,46550,208
147,"Stone Brewing Co.",1219149565,4,4.5,4,"akorsak","Belgian IPA",4.5,4,"Stone 08.08.08 Vertical Epic Ale",8.6,44138,209
1131,"Park Tavern",1202869348,3.5,3.5,3.5,"ChainGangGuy","American Porter",4,4,"Piedmont Porter",NA,4167,210
143,"Spoetzl Brewery",1284263620,3,3.5,4.5,"ChainGangGuy","Märzen / Oktoberfest",3.5,3,"Shiner Oktoberfest",5.8,60642,211
1141,"Brasserie Dieu Du Ciel",1301202402,2,3,3.5,"womencantsail","Rye Beer",3.5,2.5,"Route Des Épices (Ale Rousse Au Poivre)",5,10331,212
4043,"Fort Garry Brewing Company Ltd.",1115303656,2.5,2.5,3,"BuckeyeNation","English Dark Mild Ale",2.5,2.5,"Dark Ale",5,9023,213
13884,"Peak Organic Brewing Company",1259099694,4,4,4,"ChainGangGuy","American Amber / Red Ale",4,4,"Peak Organic Amber Ale",5,32916,214
396,"AleSmith Brewing Company",1122504762,4,3.5,4.5,"BuckeyeNation","Extra Special / Strong Bitter (ESB)",3.5,4,"Anvil Ale ESB",5.5,2872,215
365,"Pike Pub & Brewery",1311105528,4,3.5,4,"ChainGangGuy","Witbier",3.5,4,"Pike Dry Wit",5,58027,216
786,"Stevens Point Brewery",1204465347,3.5,2.5,2.5,"BuckeyeNation","American Pale Lager",3,3,"150th Anniversary All Malt Lager",NA,37523,217
401,"Baltika Breweries",1121779668,3.5,3.5,3.5,"BuckeyeNation","Euro Pale Lager",3.5,3.5,"Baltika #3 Classic",4.8,2634,218
1837,"Buckeye Brewing Company",1162744362,3,4,3.5,"BuckeyeNation","Foreign / Export Stout",2.5,3.5,"Old Mammoth Stout",6.5,7862,219
684,"Fish Brewing Company / Fishbowl Brewpub",1205958937,3,3,4,"ChainGangGuy","American Pale Ale (APA)",3.5,3,"Fish Tale Wild Salmon Pale Ale",5.5,3577,220
35,"Boston Beer Company (Samuel Adams)",1307838878,3,3,3.5,"akorsak","Saison / Farmhouse Ale",3,3.5,"Samuel Adams Rustic Saison",4.35,67044,221
2743,"Green Flash Brewing Co.",1163730505,4,3.5,4,"akorsak","American Pale Ale (APA)",4,3.5,"Green Flash Extra Pale Ale",4.9,6496,222
99,"Matt Brewing Company",1227757595,3.5,3.5,4,"ChainGangGuy","Vienna Lager",3.5,3.5,"Saranac Season's Best - Nut Brown Lager",5.3,2019,223
365,"Pike Pub & Brewery",1277144973,4,3.5,3.5,"ChainGangGuy","Dubbel",3.5,4,"Pike Tandem",7,53495,224
786,"Stevens Point Brewery",1207703246,4,3,3.5,"ChainGangGuy","American Amber / Red Lager",3.5,3,"Point Classic Amber",4.7,3921,225
81,"Heineken Nederland B.V.",1171546875,3,2.5,3,"BuckeyeNation","Light Lager",2.5,2.5,"Heineken Premium Light Lager",3.3,22478,226
694,"Tröegs Brewing Company",1269738612,3.5,4,4,"akorsak","Roggenbier",4,4,"Scratch Beer 28 - 2010 (Troggen Roggen)",6.1,57030,227
99,"Matt Brewing Company",1168527140,2.5,3,4,"BuckeyeNation","American IPA",3.5,3,"Saranac India Pale Ale",5.8,1464,228
12959,"Captain Lawrence Brewing Co.",1303338724,3,3.5,4,"womencantsail","American Porter",3.5,3.5,"Smoke From The Oak (Apple Brandy Barrel Aged)",7,52529,229
158,"Great Divide Brewing Company",1275835722,4.5,4.5,4.5,"BuckeyeNation","American Barleywine",4.5,4.5,"Barrel Aged Old Ruffian",12.7,45249,230
583,"Saint Louis Brewery / Schlafly Tap Room",1314117125,3,3,4.5,"ChainGangGuy","American IPA",4,3.5,"Schlafly India Pale Ale",NA,8403,231
17981,"Cigar City Brewing",1294947675,4,4,4,"womencantsail","American Double / Imperial Stout",4.5,4.5,"Hunahpu's Imperial Stout - Laird's Apple Brandy Barrel",11.5,56764,232
262,"Shmaltz Brewing Company",1292290144,4,4,4.5,"ChainGangGuy","American Porter",4.5,4.5,"He'Brew Miraculous Jewbelation (8)",8,20561,233
23973,"Sebago Brewing Company",1277623873,4,4,3.5,"womencantsail","American Stout",4,4,"Bourbon Barrel Aged Lake Trout Stout",5.8,54690,234
5316,"Full Sail Brewery & Tasting Room & Pub",1235233666,4.5,3.5,4,"BuckeyeNation","Doppelbock",4.5,4,"Full Sail ""21"" - Anniversary Doppelbock",8,44750,235
694,"Tröegs Brewing Company",1073494835,2.5,3,3.5,"BuckeyeNation","Belgian Strong Dark Ale",3,2.5,"Tröegs Mad Elf",11,7531,236
1199,"Founders Brewing Company",1259051557,4.5,4.5,4.5,"womencantsail","American Double / Imperial Stout",4.5,5,"Founders KBS (Kentucky Breakfast Stout)",11.2,19960,237
388,"Brasserie Cantillon",1132122430,4,4.5,4.5,"ChainGangGuy","Lambic - Fruit",4.5,5,"Cantillon Rosé De Gambrinus",5,2557,238
20672,"Sun King Brewing Company",1281319280,4,3,3.5,"womencantsail","Cream Ale",4,4,"Sunlight Cream Ale",5.3,52194,239
10485,"East End Brewing Company",1192204276,4,4.5,4,"akorsak","American Stout",4,4.5,"Blackstrap Stout",6.2,20954,240
13014,"Surly Brewing Company",1290442580,4.5,4,4,"ChainGangGuy","Saison / Farmhouse Ale",4.5,4.5,"CynicAle",6.7,30845,241
694,"Tröegs Brewing Company",1232223176,4,4,4,"akorsak","German Pilsener",4,4.5,"Scratch Beer 17 - 2009",5.6,47264,242
14502,"BluCreek Brewing",1191071705,4,4,3.5,"BuckeyeNation","Altbier",3.5,3.5,"AltBier",4,34843,243
22513,"Madhouse Brewing Company",1303818438,4,4,4,"BuckeyeNation","American Stout",3.5,4,"Coffee Stout",6,66728,244
99,"Matt Brewing Company",1212512467,3.5,3,3.5,"ChainGangGuy","Black & Tan",3,3,"Saranac Black & Tan",5.4,906,245
11031,"Brouwerij De Molen",1315102803,3.5,3.5,4,"womencantsail","Belgian Strong Dark Ale",3.5,3.5,"Mooi & Meedogenloos",10.2,60235,246
39,"Privatbrauerei Franz Inselkammer KG / Brauerei Aying",1303323197,3,3.5,4,"womencantsail","Munich Dunkel Lager",4,3.5,"Ayinger Altbairisch Dunkel",5,134,247
20017,"Five Seasons Westside",1307043242,4,4,3.5,"ChainGangGuy","Milk / Sweet Stout",4,4,"Rosebud Milk Stout",NA,67277,248
20630,"Oyster House",1287069763,4,4,4,"ChainGangGuy","Irish Dry Stout",4,4,"Moonstone Oyster Stout",4.5,58208,249
26458,"Mudhook Brewing Company",1313545883,3.5,3,3.5,"akorsak","American Amber / Red Ale",3,3.5,"The Live Bait Amber Ale",6,72167,250
147,"Stone Brewing Co.",1309314577,4.5,4,4,"womencantsail","American Black Ale",4,4.5,"SoCal Hop Salute Black Double IPA",9.9,70246,251
35,"Boston Beer Company (Samuel Adams)",1098111205,3.5,3,3.5,"BuckeyeNation","American Pale Wheat Ale",3.5,3,"Samuel Adams Summer Ale",5.3,103,252
2470,"The Brew Kettle Taproom & Smokehouse / Production Works",1263219099,4,4,4.5,"BuckeyeNation","American Double / Imperial IPA",4.5,4,"Old 21 Imperial IPA",9.5,17805,253
5318,"Port Brewing Company / Pizza Port",1283298619,4,4,4,"womencantsail","American Pale Ale (APA)",4,4,"Kung Foo Elvis",6.3,61182,254
1304,"Pelican Pub & Brewery",1120080859,4.5,4,4,"BuckeyeNation","Foreign / Export Stout",4.5,4.5,"Tsunami Stout",7,3704,255
99,"Matt Brewing Company",1150243917,4,3,3.5,"akorsak","German Pilsener",3,3,"Saranac Adirondack Lager",5.5,903,256
1805,"Rock Art Brewery",1233267893,3.5,3.5,4,"BuckeyeNation","American Barleywine",4,4,"Vermonster",10,38776,257
2958,"BFM Brasserie Des Franches-Montagnes",1199400643,3.5,4,3.5,"BuckeyeNation","Herbed / Spiced Beer",3,3.5,"La Dragonne",7.5,30972,258
2428,"Brasserie Caulier",1212324500,4,4,3.5,"BuckeyeNation","Belgian Strong Dark Ale",3.5,4,"Bon-Secours Brune",8,9098,259
16389,"Destihl Restaurant & Brew Works",1326094706,4.5,4,4,"womencantsail","Lambic - Unblended",4,3.5,"St. Dekkera Reserve: Forsaken Barrel Lambic",5.4,74439,260
164,"Harvey & Son Ltd.",1117639064,4,3.5,4,"BuckeyeNation","English Brown Ale",4,3.5,"Harveys Tom Paine Original Brown Ale",5,18969,261
35,"Boston Beer Company (Samuel Adams)",1260169205,2.5,2,3,"womencantsail","Fruit / Vegetable Beer",3,2,"Samuel Adams Cranberry Lambic",5.9,1903,262
158,"Great Divide Brewing Company",1303227622,4,4,4.5,"womencantsail","Russian Imperial Stout",4.5,4,"Barrel Aged Yeti",12.2,45250,263
9343,"Beer Works",1318000404,3.5,3.5,4,"womencantsail","Märzen / Oktoberfest",4,4,"Red October",6,6543,264
739,"Brouwerij De Ranke",1282426643,4.5,4,4,"womencantsail","Lambic - Fruit",4,4.5,"Kriek De Ranke",7,4924,265
3032,"Hawks Brewing",1150501464,4,3,4.5,"BuckeyeNation","American Malt Liquor",4,4,"Imperial Gold Malt Liquor",9.9,10404,266
1627,"Eel River Brewing Co.",1240956726,4,3.5,4,"BuckeyeNation","Dubbel",3.5,3.5,"Climax Noel - Imperial Red Ale",8,46056,267
1536,"Privatbrauerei Gaffel Becker & Co.",1293433590,4.5,3.5,4,"womencantsail","Kölsch",4,4,"Gaffel Kölsch",4.8,4137,268
68,"Flying Dog Brewery",1269820139,4,4,4.5,"akorsak","Belgian IPA",4.5,4.5,"Raging Bitch Belgian-Style IPA",8.3,52855,269
17963,"Nectar Ales",1088557078,4.5,4,3.5,"BuckeyeNation","American IPA",4,4,"IPA Nectar",6.8,9024,270
113,"Samuel Smith Old Brewery (Tadcaster)",1085334168,4.5,3.5,4,"BuckeyeNation","English Porter",4,4.5,"Samuel Smith's, The Famous Taddy Porter",5,572,271
14577,"Lazy Boy Brewing",1212175201,3.5,3.5,3.5,"ChainGangGuy","American IPA",4,3.5,"Lazy Boy IPA",6.2,32663,272
283,"Brouwerij Liefmans",1170365520,3,3,4,"BuckeyeNation","Fruit / Vegetable Beer",3.5,2.5,"De Boomgaard Peche",4.1,29118,273
48,"Brouwerij Van Steenberge N.V.",1132089218,3.5,3.5,4.5,"BuckeyeNation","Belgian Strong Dark Ale",3.5,3.5,"Leute Bok",8.2,2497,274
17161,"Gordash Brewing Company",1288388681,3,3,4,"womencantsail","American Strong Ale",3.5,3.5,"Holy Mackerel Mack In Black",8,43011,275
15324,"Five Seasons North",1194468620,4.5,5,4,"ChainGangGuy","Quadrupel (Quad)",5,5,"Whisky Barrel Aged Quinte55ence",NA,39521,276
5318,"Port Brewing Company / Pizza Port",1303239460,3.5,3.5,4,"womencantsail","Belgian Strong Pale Ale",4,3.5,"Revelations",8.5,32694,277
5318,"Port Brewing Company / Pizza Port",1294709696,3,3,4,"womencantsail","American IPA",4,3,"Riptide",NA,39503,278
156,"Tommyknocker Brewery",1324943031,4,4,4,"ChainGangGuy","American Porter",4,4,"Cocoa Porter Winter Warmer",5.7,33639,279
3818,"Southern Tier Brewing Company",1273586642,4,3.5,4,"ChainGangGuy","American Pale Wheat Ale",4,4,"Hop Sun (Summer Wheat Beer)",5.1,17497,280
35,"Boston Beer Company (Samuel Adams)",1135638254,4.5,4.5,5,"BuckeyeNation","American Double / Imperial Pilsner",4.5,4.5,"Samuel Adams Imperial Pilsner 2005 Harvest",8.8,22839,281
264,"Oy Sinebrychoff Ab",1103484341,4.5,4.5,4.5,"BuckeyeNation","Baltic Porter",4.5,4.5,"Sinebrychoff Porter",7.2,2758,282
257,"Steel Brewing Company",1283914632,2.5,2.5,3,"womencantsail","American Malt Liquor",2.5,2.5,"Steel Reserve 211 Triple Export",8.1,27218,283
388,"Brasserie Cantillon",1179684930,4,4.5,4,"akorsak","Lambic - Unblended",4,4,"Cantillon Iris",5,7435,284
10557,"KleinBrouwerij De Glazen Toren",1306030330,4,3.5,4,"akorsak","Saison / Farmhouse Ale",4,3.5,"Saison D'Erpe-Mere",6.9,21113,285
15642,"Flat Earth Brewing Company",1210951473,4.5,4.5,4,"BuckeyeNation","English Porter",3.5,4,"Cygnus X-1",6.5,38628,286
113,"Samuel Smith Old Brewery (Tadcaster)",1208068651,4,3.5,4.5,"ChainGangGuy","English Brown Ale",4,3.5,"Samuel Smith's Nut Brown Ale",5,576,287
15324,"Five Seasons North",1208047508,3.5,3.5,3.5,"ChainGangGuy","Saison / Farmhouse Ale",3.5,3.5,"Saison DuBob",NA,41717,288
1628,"Southampton Publick House",1160342331,4,3.5,4,"akorsak","Baltic Porter",3.5,4,"Southampton Imperial Baltic Porter",7.5,8543,289
262,"Shmaltz Brewing Company",1292367105,4.5,4,4,"ChainGangGuy","American Brown Ale",4.5,4,"He'Brew Jewbelation 5766 (9)",9,25467,290
18089,"Eastern Shore Brewing",1314207425,3.5,3.5,4,"akorsak","Hefeweizen",3.5,3.5,"Magic Hefeweizen",5.5,70692,291
786,"Stevens Point Brewery",1243186397,3.5,3,3,"ChainGangGuy","Maibock / Helles Bock",3.5,3.5,"Einbock",6.2,40756,292
1549,"Goose Island Beer Co.",1323194940,4.5,4.5,4,"womencantsail","English Barleywine",4,4.5,"King Henry",13.4,61100,293
18149,"The Lost Abbey",1251753162,4,4.5,4,"womencantsail","Lambic - Unblended",4.5,4.5,"Phunky Duck",NA,45952,294
754,"Erie Brewing Co.",1161472050,4,4,4,"akorsak","Scottish Ale",4,3.5,"Railbender Ale",6.8,2302,295
68,"Flying Dog Brewery",1294706888,2.5,3,4,"womencantsail","American IPA",4,3,"Fresh Hop Ale",NA,62037,296
17006,"Cervezas Moritz, S.A.",1269780901,2.5,3.5,3,"BuckeyeNation","Euro Pale Lager",3.5,2.5,"Moritz",5.4,42505,297
147,"Stone Brewing Co.",1141431870,3.5,4.5,4,"akorsak","American Strong Ale",4,4,"Arrogant Bastard Ale",7.2,92,298
489,"Brouwerij 't IJ",1166116128,4,4.5,4,"BuckeyeNation","Belgian Strong Dark Ale",3.5,4,"Struis",9,1403,299
1628,"Southampton Publick House",1150648186,3.5,3.5,4,"akorsak","Altbier",3.5,3.5,"Southampton Altbier",5,43341,300
7730,"Nøgne Ø - Det Kompromissløse Bryggeri A/S",1184194370,4.5,4,4.5,"ChainGangGuy","Russian Imperial Stout",5,5,"Imperial Stout",9,28248,301
1141,"Brasserie Dieu Du Ciel",1212443887,3.5,3,4,"ChainGangGuy","Rye Beer",4,4,"Route Des Épices (Ale Rousse Au Poivre)",5,10331,302
322,"Brouwerij Smisje",1235488638,3.5,4,4,"BuckeyeNation","Belgian Strong Dark Ale",4,4,"'t Smisje Grande Reserva",11,39972,303
256,"Lost Coast Brewery and Cafe",1294393033,2,3,3.5,"womencantsail","Fruit / Vegetable Beer",3.5,3,"Tangerine Wheat",5,31931,304
1394,"Skagit River Brewery",1122679213,4.5,4.5,4.5,"BuckeyeNation","American IPA",4,4.5,"Sculler's IPA",NA,10428,305
1199,"Founders Brewing Company",1206681573,4,3.5,4,"ChainGangGuy","American IPA",3.5,4,"Founders Centennial IPA",7.2,5441,306
423,"Boulevard Brewing Co.",1290363383,3.5,3.5,4,"akorsak","Witbier",3.5,3.5,"ZÔN",4.4,3278,307
16589,"Spring House Brewing Company",1258242499,4.5,4.5,4,"akorsak","American Stout",4.5,4.5,"Planet Bean Coffee Stout",7,48186,308
697,"Kiuchi Brewery",1150040332,4.5,4.5,4,"BuckeyeNation","Winter Warmer",4.5,4.5,"Hitachino Nest Celebration Ale",9,27120,309
15642,"Flat Earth Brewing Company",1230481634,4,4,4,"BuckeyeNation","American Pale Ale (APA)",4,4,"Angry Planet Organic Pale Ale",6,37803,310
1114,"Bullfrog Brewery",1288394937,2,3,3.5,"womencantsail","American IPA",3,2.5,"Undead Ed",NA,52805,311
7375,"Squatters Pub Brewery",1288239298,4.5,4,4,"womencantsail","Flanders Oud Bruin",4.5,4,"529",7.15,56555,312
306,"Coors Brewing Company",1211889853,3,2.5,3.5,"BuckeyeNation","American Amber / Red Ale",3,2.5,"Rising Moon Spring Ale",5.4,40528,313
19897,"Evolution Craft Brewing Company",1298943042,3.5,4,3.5,"womencantsail","American Strong Ale",3.5,3.5,"Winter Migration (2010 Bourbon-Barrel Dark Ale)",10.5,65746,314
1075,"Caldera Brewing Company",1243124566,4,3.5,3.5,"akorsak","American IPA",4,4.5,"Caldera IPA",6.1,10784,315
694,"Tröegs Brewing Company",1253754406,4,3.5,4,"akorsak","Märzen / Oktoberfest",3.5,3.5,"Scratch Beer 23 - 2009",5.1,52331,316
590,"New Glarus Brewing Company",1236533982,4,4,4,"ChainGangGuy","Hefeweizen",3.5,4.5,"Crack'd Wheat",5.95,47539,317
39,"Privatbrauerei Franz Inselkammer KG / Brauerei Aying",1285459491,4.5,4,4,"womencantsail","Weizenbock",4.5,4,"Ayinger Weizenbock",7.1,37192,318
654,"Brouwerij Mort Subite",1303261516,3,3.5,4,"womencantsail","Lambic - Fruit",4,3.5,"Mort Subite Blanche",4.5,19794,319
18563,"Lift Bridge Brewery",1296736194,4,3.5,4,"BuckeyeNation","American Pale Ale (APA)",4,3.5,"Crosscut Pale Ale",5.5,46564,320
423,"Boulevard Brewing Co.",1311193548,4,4,3,"ChainGangGuy","American Strong Ale",3.5,4.5,"Chocolate Ale",9.1,66077,321
12375,"Mt. Carmel Brewing Company",1185395849,4.5,4,3.5,"ChainGangGuy","American Stout",3.5,4.5,"Stout",5,27333,322
16315,"BrewDog",1283515864,4,4,4,"BuckeyeNation","American Double / Imperial Stout",3,4,"BrewDog Paradox Glen Grant (Batch 003)",10,43894,323
16866,"The Bruery",1294246237,3,2.5,4,"ChainGangGuy","American Porter",4,3.5,"Einer's Folly Vanilla Imperial Porter (Holiday Wine Cellar's 45th Aniv Ale)",8.5,56879,324
13667,"Starr Hill Brewery",1258060816,3.5,3,3.5,"ChainGangGuy","Hefeweizen",3.5,3.5,"The Love",4.6,40524,325
590,"New Glarus Brewing Company",1099954225,4,4,4,"BuckeyeNation","American IPA",4,4,"Hop Hearty Ale",6.1,1956,326
158,"Great Divide Brewing Company",1139018593,3.5,4.5,4.5,"akorsak","Russian Imperial Stout",3.5,4.5,"Oak Aged Yeti Imperial Stout",9.5,19216,327
207,"Brasserie de Rochefort",1202941746,4.5,4.5,4,"BuckeyeNation","Quadrupel (Quad)",4,4.5,"Trappistes Rochefort 10",11.3,645,328
6045,"Iron Hill Brewery & Restaurant",1291499625,3.5,3.5,4,"akorsak","Quadrupel (Quad)",3.5,4,"Pete's Celebration",12.5,61775,329
132,"Rogue Ales",1157668320,3,3,3,"ChainGangGuy","Euro Pale Lager",2.5,2.5,"Kells Irish Style Lager",5,6314,330
20017,"Five Seasons Westside",1324827038,4,4,4,"ChainGangGuy","Dubbel",3.5,3.5,"Seeing Dubbel",9,76680,331
14879,"Hoppin' Frog Brewery",1216308207,2.5,3,2.5,"BuckeyeNation","Fruit / Vegetable Beer",3.5,2,"Smashing Berry Ale",4.3,38982,332
192,"New Belgium Brewing",1175992776,3.5,4,3.5,"akorsak","Tripel",4,4,"Trippel Belgian Style Ale",7.8,1054,333
435,"Minhas Craft Brewery",1249920846,3.5,3,3.5,"ChainGangGuy","Märzen / Oktoberfest",3,3,"Berghoff Oktober Fest Beer",5.2,1389,334
2218,"Brasserie de Tahiti S.A.",1154695447,2.5,3,3,"BuckeyeNation","American Adjunct Lager",3,2.5,"Hinano",5,5654,335
16354,"COAST Brewing Company",1274640722,4.5,4.5,4,"womencantsail","American Double / Imperial IPA",4.5,4,"Boy King Double IPA",9.5,49151,336
35,"Boston Beer Company (Samuel Adams)",1158158039,2.5,3,4,"BuckeyeNation","American Porter",3.5,3,"Brewer Patriot Collection - George Washington Porter",NA,30857,337
192,"New Belgium Brewing",1277937460,3.5,3.5,4,"womencantsail","American Wild Ale",3.5,3.5,"Lips Of Faith - Fall Wild Ale",8.5,52986,338
16866,"The Bruery",1308968372,3.5,4,3,"womencantsail","Old Ale",3.5,4,"Papier",14.5,49832,339
3120,"Alpine Beer Company",1271255675,4.5,4.5,4.5,"BuckeyeNation","American IPA",4,4.5,"Nelson",7.1,32286,340
147,"Stone Brewing Co.",1283484731,4.5,4.5,4,"womencantsail","American Pale Ale (APA)",4,3.5,"San Diego County Session Ale",4.2,60842,341
1930,"Alcatraz Brewing Co.",1300677583,2,3,3.5,"womencantsail","Dubbel",3.5,2.5,"Fat Abbott Dubbel",8.3,58803,342
258,"Birra Peroni Industriale S.p.A.",1264708676,2,2.5,3,"ChainGangGuy","Euro Pale Lager",3,2,"Peroni Nastro Azzurro",5.1,1790,343
30,"Avery Brewing Company",1088714468,3,3.5,4.5,"BuckeyeNation","American Double / Imperial IPA",3.5,3.5,"Avery Anniversary Ale - Ten",10,10100,344
559,"Speakeasy Ales & Lagers",1267642942,4,4,4,"womencantsail","American Barleywine",4.5,4,"Brewer's Reserve Old Godfather Barley Wine",13.7,54641,345
